indice_tiempo,ind_burs_energ_var_pct
2021-01-01,-0.08517321008524636
2021-02-01,-0.06932437481685494
2021-03-01,0.0424348184767156
2021-04-01,-0.008238019377107109
2021-05-01,0.008890761105852407
2021-06-01,0.18610998561370384
2021-07-01,-0.020499173199176268
2021-08-01,0.02020181516616182
2021-09-01,0.08994664601142843
2021-10-01,0.06361407966518162
2021-11-01,0.04062450772266679
2021-12-01,-0.12630576242261304
2022-01-01,-0.008643489187229236
2022-02-01,0.08152128564616512
2022-03-01,0.010558094842143761
2022-04-01,0.05522959079129852
2022-05-01,-0.043740678756554074
2022-06-01,-0.0023386469064935467
2022-07-01,-0.0012800166930522217
2022-08-01,0.2956612797727871
2022-09-01,0.4228722268462606
2022-10-01,0.13181845018654936
2022-11-01,0.12820577100515584
2022-12-01,0.1270417884149666
2023-01-01,0.2933798917927761
2023-02-01,0.20581150774030865
2023-03-01,-0.004186292941050107
2023-04-01,0.08998675274156209
2023-05-01,0.14085281083867596
2023-06-01,0.1963107295843034
2023-07-01,-0.0014846373278359914
