indice_tiempo,ind_burs_telecom_var_pct
2021-01-01,-0.18999432514986614
2021-02-01,-0.16715996362251428
2021-03-01,-0.14060050298114124
2021-04-01,0.037694763294968014
2021-05-01,-0.10306982414703036
2021-06-01,0.35445181397118697
2021-07-01,0.14895841585218794
2021-08-01,-0.22023683440348496
2021-09-01,0.11412362494314165
2021-10-01,-0.10822980655807135
2021-11-01,0.33195595695932023
2021-12-01,0.027120506482663398
2022-01-01,-0.11144103656888316
2022-02-01,0.17031797233420698
2022-03-01,-0.06000019798429923
2022-04-01,0.11987225404065627
2022-05-01,0.028902555018783582
2022-06-01,0.04387204388277355
2022-07-01,-0.10621250271747429
2022-08-01,0.058439653083451004
2022-09-01,0.2229049319908334
2022-10-01,-0.07307047309012105
2022-11-01,0.08248605229987849
2022-12-01,0.26873269694014956
2023-01-01,-0.05949983316388141
2023-02-01,0.29306579393583276
2023-03-01,-0.13985255801187335
2023-04-01,-0.009448587701174516
2023-05-01,0.031950752396495474
2023-06-01,0.41187327669915863
2023-07-01,0.1379188838193679
